competition_count_by_season,season_id,competition_id,international_competitions,data
{'2004/2005': Decimal('1')},37,16,[],"{'competition_count_by_season': {'2004/2005': Decimal('1')}, 'season_name': '2004/2005', 'match_updated': '2024-02-12T13:09:19.665986', 'season_id': Decimal('37'), 'competition_gender': 'male', 'match_available_360': None, 'match_updated_360': '2021-06-13T16:17:31.694', 'competition_name': 'Champions League', 'competition_id': Decimal('16'), 'competition_international': False, 'competition_youth': False, 'international_competitions': [], 'country_name': 'Europe', 'match_available': '2024-02-12T13:09:19.665986'}"
{'2006/2007': Decimal('1')},39,16,[],"{'competition_count_by_season': {'2006/2007': Decimal('1')}, 'season_name': '2006/2007', 'match_updated': '2024-02-12T13:48:23.967222', 'season_id': Decimal('39'), 'competition_gender': 'male', 'match_available_360': None, 'match_updated_360': '2021-06-13T16:17:31.694', 'competition_name': 'Champions League', 'competition_id': Decimal('16'), 'competition_international': False, 'competition_youth': False, 'international_competitions': [], 'country_name': 'Europe', 'match_available': '2024-02-12T13:48:23.967222'}"
{'2008/2009': Decimal('1')},41,16,[],"{'competition_count_by_season': {'2008/2009': Decimal('1')}, 'season_name': '2008/2009', 'match_updated': '2024-02-13T07:02:54.657056', 'season_id': Decimal('41'), 'competition_gender': 'male', 'match_available_360': None, 'match_updated_360': '2021-06-13T16:17:31.694', 'competition_name': 'Champions League', 'competition_id': Decimal('16'), 'competition_international': False, 'competition_youth': False, 'international_competitions': [], 'country_name': 'Europe', 'match_available': '2024-02-13T07:02:54.657056'}"
{'2003/2004': Decimal('1')},44,16,[],"{'competition_count_by_season': {'2003/2004': Decimal('1')}, 'season_name': '2003/2004', 'match_updated': '2024-02-12T13:51:22.366380', 'season_id': Decimal('44'), 'competition_gender': 'male', 'match_available_360': None, 'match_updated_360': '2021-06-13T16:17:31.694', 'competition_name': 'Champions League', 'competition_id': Decimal('16'), 'competition_international': False, 'competition_youth': False, 'international_competitions': [], 'country_name': 'Europe', 'match_available': '2024-02-12T13:51:22.366380'}"
{'1971/1972': Decimal('1')},71,16,[],"{'competition_count_by_season': {'1971/1972': Decimal('1')}, 'season_name': '1971/1972', 'match_updated': '2024-02-12T14:25:01.735880', 'season_id': Decimal('71'), 'competition_gender': 'male', 'match_available_360': None, 'match_updated_360': '2021-06-13T16:17:31.694', 'competition_name': 'Champions League', 'competition_id': Decimal('16'), 'competition_international': False, 'competition_youth': False, 'international_competitions': [], 'country_name': 'Europe', 'match_available': '2024-02-12T14:25:01.735880'}"
{'1999/2000': Decimal('1')},76,16,[],"{'competition_count_by_season': {'1999/2000': Decimal('1')}, 'season_name': '1999/2000', 'match_updated': '2020-07-29T05:00', 'season_id': Decimal('76'), 'competition_gender': 'male', 'match_available_360': None, 'match_updated_360': '2021-06-13T16:17:31.694', 'competition_name': 'Champions League', 'competition_id': Decimal('16'), 'competition_international': False, 'competition_youth': False, 'international_competitions': [], 'country_name': 'Europe', 'match_available': '2020-07-29T05:00'}"
{'1970/1971': Decimal('1')},276,16,[],"{'competition_count_by_season': {'1970/1971': Decimal('1')}, 'season_name': '1970/1971', 'match_updated': '2024-02-13T14:24:12.213582', 'season_id': Decimal('276'), 'competition_gender': 'male', 'match_available_360': None, 'match_updated_360': None, 'competition_name': 'Champions League', 'competition_id': Decimal('16'), 'competition_international': False, 'competition_youth': False, 'international_competitions': [], 'country_name': 'Europe', 'match_available': '2024-02-13T14:24:12.213582'}"
{'1972/1973': Decimal('1')},277,16,[],"{'competition_count_by_season': {'1972/1973': Decimal('1')}, 'season_name': '1972/1973', 'match_updated': '2024-02-13T14:25:16.532771', 'season_id': Decimal('277'), 'competition_gender': 'male', 'match_available_360': None, 'match_updated_360': None, 'competition_name': 'Champions League', 'competition_id': Decimal('16'), 'competition_international': False, 'competition_youth': False, 'international_competitions': [], 'country_name': 'Europe', 'match_available': '2024-02-13T14:25:16.532771'}"
{'2019': Decimal('1')},30,72,"[{'match_available_360': None, 'match_updated_360': '2021-06-13T16:17:31.694', 'competition_name': ""Women's World Cup"", 'season_name': '2019', 'match_updated': '2024-02-13T09:41:26.379767', 'competition_id': Decimal('72'), 'competition_international': True, 'competition_youth': False, 'country_name': 'International', 'season_id': Decimal('30'), 'competition_gender': 'female', 'match_available': '2024-02-13T09:41:26.379767'}]","{'competition_count_by_season': {'2019': Decimal('1')}, 'season_name': '2019', 'match_updated': '2024-02-13T09:41:26.379767', 'season_id': Decimal('30'), 'competition_gender': 'female', 'match_available_360': None, 'match_updated_360': '2021-06-13T16:17:31.694', 'competition_name': ""Women's World Cup"", 'competition_id': Decimal('72'), 'competition_international': True, 'competition_youth': False, 'international_competitions': [{'match_available_360': None, 'match_updated_360': '2021-06-13T16:17:31.694', 'competition_name': ""Women's World Cup"", 'season_name': '2019', 'match_updated': '2024-02-13T09:41:26.379767', 'competition_id': Decimal('72'), 'competition_international': True, 'competition_youth': False, 'country_name': 'International', 'season_id': Decimal('30'), 'competition_gender': 'female', 'match_available': '2024-02-13T09:41:26.379767'}], 'country_name': 'International', 'match_available': '2024-02-13T09:41:26.379767'}"
{'2023': Decimal('1')},107,72,"[{'match_available_360': '2024-07-14T17:01:38.887279', 'match_updated_360': '2024-07-14T17:01:38.887279', 'competition_name': ""Women's World Cup"", 'season_name': '2023', 'match_updated': '2024-07-14T16:59:48.469596', 'competition_id': Decimal('72'), 'competition_international': True, 'competition_youth': False, 'country_name': 'International', 'season_id': Decimal('107'), 'competition_gender': 'female', 'match_available': '2024-07-14T16:59:48.469596'}]","{'competition_count_by_season': {'2023': Decimal('1')}, 'season_name': '2023', 'match_updated': '2024-07-14T16:59:48.469596', 'season_id': Decimal('107'), 'competition_gender': 'female', 'match_available_360': '2024-07-14T17:01:38.887279', 'match_updated_360': '2024-07-14T17:01:38.887279', 'competition_name': ""Women's World Cup"", 'competition_id': Decimal('72'), 'competition_international': True, 'competition_youth': False, 'international_competitions': [{'match_available_360': '2024-07-14T17:01:38.887279', 'match_updated_360': '2024-07-14T17:01:38.887279', 'competition_name': ""Women's World Cup"", 'season_name': '2023', 'match_updated': '2024-07-14T16:59:48.469596', 'competition_id': Decimal('72'), 'competition_international': True, 'competition_youth': False, 'country_name': 'International', 'season_id': Decimal('107'), 'competition_gender': 'female', 'match_available': '2024-07-14T16:59:48.469596'}], 'country_name': 'International', 'match_available': '2024-07-14T16:59:48.469596'}"
{'1979': Decimal('1')},274,1470,[],"{'competition_count_by_season': {'1979': Decimal('1')}, 'season_name': '1979', 'match_updated': '2024-02-13T14:20:59.825440', 'season_id': Decimal('274'), 'competition_gender': 'male', 'match_available_360': None, 'match_updated_360': None, 'competition_name': 'FIFA U20 World Cup', 'competition_id': Decimal('1470'), 'competition_international': False, 'competition_youth': False, 'international_competitions': [], 'country_name': 'International', 'match_available': '2024-02-13T14:20:59.825440'}"
{'2024': Decimal('1')},282,223,"[{'match_available_360': None, 'match_updated_360': None, 'competition_name': 'Copa America', 'season_name': '2024', 'match_updated': '2024-07-15T18:00:33.653673', 'competition_id': Decimal('223'), 'competition_international': True, 'competition_youth': False, 'country_name': 'South America', 'season_id': Decimal('282'), 'competition_gender': 'male', 'match_available': '2024-07-15T18:00:33.653673'}]","{'competition_count_by_season': {'2024': Decimal('1')}, 'season_name': '2024', 'match_updated': '2024-07-15T18:00:33.653673', 'season_id': Decimal('282'), 'competition_gender': 'male', 'match_available_360': None, 'match_updated_360': None, 'competition_name': 'Copa America', 'competition_id': Decimal('223'), 'competition_international': True, 'competition_youth': False, 'international_competitions': [{'match_available_360': None, 'match_updated_360': None, 'competition_name': 'Copa America', 'season_name': '2024', 'match_updated': '2024-07-15T18:00:33.653673', 'competition_id': Decimal('223'), 'competition_international': True, 'competition_youth': False, 'country_name': 'South America', 'season_id': Decimal('282'), 'competition_gender': 'male', 'match_available': '2024-07-15T18:00:33.653673'}], 'country_name': 'South America', 'match_available': '2024-07-15T18:00:33.653673'}"
{'2023': Decimal('1')},107,1267,"[{'match_available_360': None, 'match_updated_360': None, 'competition_name': 'African Cup of Nations', 'season_name': '2023', 'match_updated': '2024-06-13T07:51:02.452825', 'competition_id': Decimal('1267'), 'competition_international': True, 'competition_youth': False, 'country_name': 'Africa', 'season_id': Decimal('107'), 'competition_gender': 'male', 'match_available': '2024-06-13T07:51:02.452825'}]","{'competition_count_by_season': {'2023': Decimal('1')}, 'season_name': '2023', 'match_updated': '2024-06-13T07:51:02.452825', 'season_id': Decimal('107'), 'competition_gender': 'male', 'match_available_360': None, 'match_updated_360': None, 'competition_name': 'African Cup of Nations', 'competition_id': Decimal('1267'), 'competition_international': True, 'competition_youth': False, 'international_competitions': [{'match_available_360': None, 'match_updated_360': None, 'competition_name': 'African Cup of Nations', 'season_name': '2023', 'match_updated': '2024-06-13T07:51:02.452825', 'competition_id': Decimal('1267'), 'competition_international': True, 'competition_youth': False, 'country_name': 'Africa', 'season_id': Decimal('107'), 'competition_gender': 'male', 'match_available': '2024-06-13T07:51:02.452825'}], 'country_name': 'Africa', 'match_available': '2024-06-13T07:51:02.452825'}"
{'2021/2022': Decimal('1')},108,1238,[],"{'competition_count_by_season': {'2021/2022': Decimal('1')}, 'season_name': '2021/2022', 'match_updated': '2024-02-12T17:41:31.729787', 'season_id': Decimal('108'), 'competition_gender': 'male', 'match_available_360': None, 'match_updated_360': None, 'competition_name': 'Indian Super league', 'competition_id': Decimal('1238'), 'competition_international': False, 'competition_youth': False, 'international_competitions': [], 'country_name': 'India', 'match_available': '2024-02-12T17:41:31.729787'}"
{'1988/1989': Decimal('1')},75,35,[],"{'competition_count_by_season': {'1988/1989': Decimal('1')}, 'season_name': '1988/1989', 'match_updated': '2024-02-12T14:45:05.702250', 'season_id': Decimal('75'), 'competition_gender': 'male', 'match_available_360': None, 'match_updated_360': '2021-06-13T16:17:31.694', 'competition_name': 'UEFA Europa League', 'competition_id': Decimal('35'), 'competition_international': False, 'competition_youth': False, 'international_competitions': [], 'country_name': 'Europe', 'match_available': '2024-02-12T14:45:05.702250'}"
{'2018': Decimal('1')},3,49,[],"{'competition_count_by_season': {'2018': Decimal('1')}, 'season_name': '2018', 'match_updated': '2023-07-24T13:01:22.094587', 'season_id': Decimal('3'), 'competition_gender': 'female', 'match_available_360': None, 'match_updated_360': '2021-06-13T16:17:31.694', 'competition_name': 'NWSL', 'competition_id': Decimal('49'), 'competition_international': False, 'competition_youth': False, 'international_competitions': [], 'country_name': 'United States of America', 'match_available': '2023-07-24T13:01:22.094587'}"
{'2018/2019': Decimal('1')},4,37,[],"{'competition_count_by_season': {'2018/2019': Decimal('1')}, 'season_name': '2018/2019', 'match_updated': '2024-06-12T07:41:45.347457', 'season_id': Decimal('4'), 'competition_gender': 'female', 'match_available_360': None, 'match_updated_360': '2021-06-13T16:17:31.694', 'competition_name': ""FA Women's Super League"", 'competition_id': Decimal('37'), 'competition_international': False, 'competition_youth': False, 'international_competitions': [], 'country_name': 'England', 'match_available': '2024-06-12T07:41:45.347457'}"
{'2019/2020': Decimal('1')},42,37,[],"{'competition_count_by_season': {'2019/2020': Decimal('1')}, 'season_name': '2019/2020', 'match_updated': '2024-02-12T15:05:34.211400', 'season_id': Decimal('42'), 'competition_gender': 'female', 'match_available_360': None, 'match_updated_360': '2021-06-13T16:17:31.694', 'competition_name': ""FA Women's Super League"", 'competition_id': Decimal('37'), 'competition_international': False, 'competition_youth': False, 'international_competitions': [], 'country_name': 'England', 'match_available': '2024-02-12T15:05:34.211400'}"
{'2020/2021': Decimal('1')},90,37,[],"{'competition_count_by_season': {'2020/2021': Decimal('1')}, 'season_name': '2020/2021', 'match_updated': '2023-02-25T14:52:09.326729', 'season_id': Decimal('90'), 'competition_gender': 'female', 'match_available_360': None, 'match_updated_360': '2021-06-13T16:17:31.694', 'competition_name': ""FA Women's Super League"", 'competition_id': Decimal('37'), 'competition_international': False, 'competition_youth': False, 'international_competitions': [], 'country_name': 'England', 'match_available': '2023-02-25T14:52:09.326729'}"
{'1983/1984': Decimal('1')},84,87,[],"{'competition_count_by_season': {'1983/1984': Decimal('1')}, 'season_name': '1983/1984', 'match_updated': '2024-02-13T01:54:12.946985', 'season_id': Decimal('84'), 'competition_gender': 'male', 'match_available_360': None, 'match_updated_360': '2021-06-13T16:17:31.694', 'competition_name': 'Copa del Rey', 'competition_id': Decimal('87'), 'competition_international': False, 'competition_youth': False, 'international_competitions': [], 'country_name': 'Spain', 'match_available': '2024-02-13T01:54:12.946985'}"
{'1982/1983': Decimal('1')},268,87,[],"{'competition_count_by_season': {'1982/1983': Decimal('1')}, 'season_name': '1982/1983', 'match_updated': '2024-02-13T14:19:57.954551', 'season_id': Decimal('268'), 'competition_gender': 'male', 'match_available_360': None, 'match_updated_360': None, 'competition_name': 'Copa del Rey', 'competition_id': Decimal('87'), 'competition_international': False, 'competition_youth': False, 'international_competitions': [], 'country_name': 'Spain', 'match_available': '2024-02-13T14:19:57.954551'}"
{'1977/1978': Decimal('1')},279,87,[],"{'competition_count_by_season': {'1977/1978': Decimal('1')}, 'season_name': '1977/1978', 'match_updated': '2024-02-13T14:26:19.978418', 'season_id': Decimal('279'), 'competition_gender': 'male', 'match_available_360': None, 'match_updated_360': None, 'competition_name': 'Copa del Rey', 'competition_id': Decimal('87'), 'competition_international': False, 'competition_youth': False, 'international_competitions': [], 'country_name': 'Spain', 'match_available': '2024-02-13T14:26:19.978418'}"
{'2018': Decimal('1')},3,43,"[{'match_available_360': None, 'match_updated_360': '2021-06-13T16:17:31.694', 'competition_name': 'FIFA World Cup', 'season_name': '2018', 'match_updated': '2024-06-12T07:38:19.345758', 'competition_id': Decimal('43'), 'competition_international': True, 'competition_youth': False, 'country_name': 'International', 'season_id': Decimal('3'), 'competition_gender': 'male', 'match_available': '2024-06-12T07:38:19.345758'}]","{'competition_count_by_season': {'2018': Decimal('1')}, 'season_name': '2018', 'match_updated': '2024-06-12T07:38:19.345758', 'season_id': Decimal('3'), 'competition_gender': 'male', 'match_available_360': None, 'match_updated_360': '2021-06-13T16:17:31.694', 'competition_name': 'FIFA World Cup', 'competition_id': Decimal('43'), 'competition_international': True, 'competition_youth': False, 'international_competitions': [{'match_available_360': None, 'match_updated_360': '2021-06-13T16:17:31.694', 'competition_name': 'FIFA World Cup', 'season_name': '2018', 'match_updated': '2024-06-12T07:38:19.345758', 'competition_id': Decimal('43'), 'competition_international': True, 'competition_youth': False, 'country_name': 'International', 'season_id': Decimal('3'), 'competition_gender': 'male', 'match_available': '2024-06-12T07:38:19.345758'}], 'country_name': 'International', 'match_available': '2024-06-12T07:38:19.345758'}"
{'1974': Decimal('1')},51,43,"[{'match_available_360': None, 'match_updated_360': '2021-06-13T16:17:31.694', 'competition_name': 'FIFA World Cup', 'season_name': '1974', 'match_updated': '2024-02-13T02:52:29.582599', 'competition_id': Decimal('43'), 'competition_international': True, 'competition_youth': False, 'country_name': 'International', 'season_id': Decimal('51'), 'competition_gender': 'male', 'match_available': '2024-02-13T02:52:29.582599'}]","{'competition_count_by_season': {'1974': Decimal('1')}, 'season_name': '1974', 'match_updated': '2024-02-13T02:52:29.582599', 'season_id': Decimal('51'), 'competition_gender': 'male', 'match_available_360': None, 'match_updated_360': '2021-06-13T16:17:31.694', 'competition_name': 'FIFA World Cup', 'competition_id': Decimal('43'), 'competition_international': True, 'competition_youth': False, 'international_competitions': [{'match_available_360': None, 'match_updated_360': '2021-06-13T16:17:31.694', 'competition_name': 'FIFA World Cup', 'season_name': '1974', 'match_updated': '2024-02-13T02:52:29.582599', 'competition_id': Decimal('43'), 'competition_international': True, 'competition_youth': False, 'country_name': 'International', 'season_id': Decimal('51'), 'competition_gender': 'male', 'match_available': '2024-02-13T02:52:29.582599'}], 'country_name': 'International', 'match_available': '2024-02-13T02:52:29.582599'}"
{'1986': Decimal('1')},54,43,"[{'match_available_360': None, 'match_updated_360': '2021-06-13T16:17:31.694', 'competition_name': 'FIFA World Cup', 'season_name': '1986', 'match_updated': '2023-12-26T22:34:04.263530', 'competition_id': Decimal('43'), 'competition_international': True, 'competition_youth': False, 'country_name': 'International', 'season_id': Decimal('54'), 'competition_gender': 'male', 'match_available': '2023-12-26T22:34:04.263530'}]","{'competition_count_by_season': {'1986': Decimal('1')}, 'season_name': '1986', 'match_updated': '2023-12-26T22:34:04.263530', 'season_id': Decimal('54'), 'competition_gender': 'male', 'match_available_360': None, 'match_updated_360': '2021-06-13T16:17:31.694', 'competition_name': 'FIFA World Cup', 'competition_id': Decimal('43'), 'competition_international': True, 'competition_youth': False, 'international_competitions': [{'match_available_360': None, 'match_updated_360': '2021-06-13T16:17:31.694', 'competition_name': 'FIFA World Cup', 'season_name': '1986', 'match_updated': '2023-12-26T22:34:04.263530', 'competition_id': Decimal('43'), 'competition_international': True, 'competition_youth': False, 'country_name': 'International', 'season_id': Decimal('54'), 'competition_gender': 'male', 'match_available': '2023-12-26T22:34:04.263530'}], 'country_name': 'International', 'match_available': '2023-12-26T22:34:04.263530'}"
{'1990': Decimal('1')},55,43,"[{'match_available_360': None, 'match_updated_360': '2021-06-12T16:17:31.694', 'competition_name': 'FIFA World Cup', 'season_name': '1990', 'match_updated': '2023-06-28T10:58:20.137929', 'competition_id': Decimal('43'), 'competition_international': True, 'competition_youth': False, 'country_name': 'International', 'season_id': Decimal('55'), 'competition_gender': 'male', 'match_available': '2023-06-28T10:58:20.137929'}]","{'competition_count_by_season': {'1990': Decimal('1')}, 'season_name': '1990', 'match_updated': '2023-06-28T10:58:20.137929', 'season_id': Decimal('55'), 'competition_gender': 'male', 'match_available_360': None, 'match_updated_360': '2021-06-12T16:17:31.694', 'competition_name': 'FIFA World Cup', 'competition_id': Decimal('43'), 'competition_international': True, 'competition_youth': False, 'international_competitions': [{'match_available_360': None, 'match_updated_360': '2021-06-12T16:17:31.694', 'competition_name': 'FIFA World Cup', 'season_name': '1990', 'match_updated': '2023-06-28T10:58:20.137929', 'competition_id': Decimal('43'), 'competition_international': True, 'competition_youth': False, 'country_name': 'International', 'season_id': Decimal('55'), 'competition_gender': 'male', 'match_available': '2023-06-28T10:58:20.137929'}], 'country_name': 'International', 'match_available': '2023-06-28T10:58:20.137929'}"
{'2022': Decimal('1')},106,43,"[{'match_available_360': '2024-06-11T11:30:50.462448', 'match_updated_360': '2024-06-11T11:30:50.462448', 'competition_name': 'FIFA World Cup', 'season_name': '2022', 'match_updated': '2024-05-15T10:23:32.854925', 'competition_id': Decimal('43'), 'competition_international': True, 'competition_youth': False, 'country_name': 'International', 'season_id': Decimal('106'), 'competition_gender': 'male', 'match_available': '2024-05-15T10:23:32.854925'}]","{'competition_count_by_season': {'2022': Decimal('1')}, 'season_name': '2022', 'match_updated': '2024-05-15T10:23:32.854925', 'season_id': Decimal('106'), 'competition_gender': 'male', 'match_available_360': '2024-06-11T11:30:50.462448', 'match_updated_360': '2024-06-11T11:30:50.462448', 'competition_name': 'FIFA World Cup', 'competition_id': Decimal('43'), 'competition_international': True, 'competition_youth': False, 'international_competitions': [{'match_available_360': '2024-06-11T11:30:50.462448', 'match_updated_360': '2024-06-11T11:30:50.462448', 'competition_name': 'FIFA World Cup', 'season_name': '2022', 'match_updated': '2024-05-15T10:23:32.854925', 'competition_id': Decimal('43'), 'competition_international': True, 'competition_youth': False, 'country_name': 'International', 'season_id': Decimal('106'), 'competition_gender': 'male', 'match_available': '2024-05-15T10:23:32.854925'}], 'country_name': 'International', 'match_available': '2024-05-15T10:23:32.854925'}"
