match_id,index,under_pressure,location,player,timestamp,possession,period,team_id,player_id,play_pattern,related_events,minute,second,possession_team,possession_team_id,team,id,duration,dribble,position,type,out,off_camera
2275040,92,True,"[Decimal('34.2'), Decimal('17.3')]",Léa Le Garrec,00:02:12.548,9,1,965,31529,From Throw In,['14ded042-0911-4395-a045-b89b5832c108'],2,12,West Ham United LFC,972,Brighton & Hove Albion WFC,da8feb15-d314-438d-9f1d-0fcab0610731,0,"{'outcome': {'name': 'Incomplete', 'id': Decimal('9')}}",Center Attacking Midfield,Dribble,No existe,0.0
3754304,75,True,"[Decimal('86.4'), Decimal('35.2')]",James McArthur,00:01:21.649,6,1,31,3464,Regular Play,['66510d68-079f-46cb-b0ba-82219e805d8b'],1,21,Crystal Palace,31,Crystal Palace,3dc65177-01e6-41f3-a2d3-042b1b6d560f,0,"{'outcome': {'name': 'Complete', 'id': Decimal('8')}}",Left Defensive Midfield,Dribble,No existe,0.0
69175,167,True,"[Decimal('78.5'), Decimal('24.1')]",Samuel Eto''o Fils,00:02:56.738,7,1,217,19298,From Throw In,['709b90d0-95a3-458a-814c-b40787d4af17'],2,56,RC Deportivo La Coruña,219,Barcelona,77bfae8a-d0b5-4090-aaf7-1c53a3b639cd,0,"{'outcome': {'name': 'Complete', 'id': Decimal('8')}}",Center Forward,Dribble,No existe,0.0
22963,222,True,"[Decimal('62.6'), Decimal('3.2')]",Deneisha Selena Blackwood,00:05:03.766,13,1,1212,25557,From Keeper,['eb84282c-abe9-442a-9cb4-ab877694e9a4'],5,3,Jamaica Women's,1212,Jamaica Women's,8e8098b2-6252-4a20-91a0-e0a914dc7d53,0,"{'outcome': {'name': 'Incomplete', 'id': Decimal('9')}, 'nutmeg': True, 'overrun': True}",Left Back,Dribble,True,0.0
2275157,34,True,"[Decimal('105.7'), Decimal('13.3')]",Jackie Groenen,00:00:35.276,3,1,1475,10654,From Free Kick,['59b7d1da-7df5-4707-bb6d-535bd5176b4c'],0,35,Manchester United,1475,Manchester United,0e62ebec-07ca-411a-b6da-3e9e88946b69,0,"{'outcome': {'name': 'Complete', 'id': Decimal('8')}}",Center Attacking Midfield,Dribble,No existe,0.0
3829440,112,True,"[Decimal('103.5'), Decimal('63.6')]",Didier Ndong Ibrahim,00:05:40.107,11,1,165,22587,From Free Kick,"['483377e4-b2b5-4268-8b4e-015ea7baea5b', '4fb518e0-3798-4599-877a-67bc856ce8cc']",5,40,Lorient,165,Lorient,0f4d4e2a-ab72-4dc3-9c24-5a96222e84a3,0,"{'outcome': {'name': 'Complete', 'id': Decimal('8')}}",Right Midfield,Dribble,No existe,0.0
3879872,168,True,"[Decimal('74.1'), Decimal('10.3')]",Paul-José M''Poku Ebunge,00:02:27.022,8,1,231,18946,From Keeper,"['c2ca1efc-af58-40e6-9f37-4196621892f5', 'f0bb6598-a48c-4672-b4c9-a7344ccf4c22']",2,27,Chievo,231,Chievo,0c66e674-318c-41c5-910e-5a505f27b5a8,0,"{'outcome': {'name': 'Incomplete', 'id': Decimal('9')}, 'nutmeg': True}",Center Attacking Midfield,Dribble,No existe,0.0
3893826,71,True,"[Decimal('58.7'), Decimal('56.4')]",Francisca Ramos Ribeiro Nazareth Sousa,00:01:39.812,4,1,864,62913,From Throw In,['f46a6756-d553-4256-aaf3-f256d3a0a314'],1,39,Portugal Women's,864,Portugal Women's,c8ca5dae-9cf0-47aa-a8da-a807b9da60e7,0,"{'outcome': {'name': 'Complete', 'id': Decimal('8')}}",Center Attacking Midfield,Dribble,No existe,0.0
69158,54,True,"[Decimal('73.8'), Decimal('66.8')]",Fernando Soriano Marco,00:00:40.839,3,1,403,26435,Regular Play,['f045f836-de36-4c1b-9b68-486e1e7ee822'],0,40,Barcelona,217,Almería,77028a52-75a6-4a9f-bcd4-1b19096afe76,0,"{'outcome': {'name': 'Complete', 'id': Decimal('8')}}",Right Center Midfield,Dribble,No existe,0.0
3754272,61,True,"[Decimal('84.1'), Decimal('61.1')]",Bojan Krkíc Pérez,00:01:07.523,4,1,30,4913,From Throw In,['174bf88e-62e9-479b-a332-81a99cee6127'],1,7,Stoke City,30,Stoke City,ec4abddf-a27e-410d-9ee6-c21b2f8a4483,0,"{'outcome': {'name': 'Incomplete', 'id': Decimal('9')}}",Center Attacking Midfield,Dribble,No existe,0.0
3890306,152,True,"[Decimal('90.9'), Decimal('51.4')]",Salomon Armand Magloire Kalou,00:02:40.320,11,1,173,8575,Regular Play,"['34061a78-cb19-4a2d-8f5c-4ac02203b0b7', 'c24031d6-4c32-4222-855f-343bffd810bc']",2,40,Hertha Berlin,173,Hertha Berlin,f32e44e1-5a73-4103-9b1b-4ee9de810afb,0,"{'outcome': {'name': 'Complete', 'id': Decimal('8')}}",Right Center Forward,Dribble,No existe,0.0
3879821,19,True,"[Decimal('43.6'), Decimal('57.1')]",Milan Badelj,00:00:09.866,2,1,239,6305,From Kick Off,"['8ce1ee0d-1480-4bfe-8e24-fe8901729b5e', 'f350f2fb-c6be-4b41-a6ba-d6bc4e768e60']",0,9,Sassuolo,232,Fiorentina,4541fa49-227b-4223-aec9-ba470bb47cd3,0,"{'outcome': {'name': 'Incomplete', 'id': Decimal('9')}}",Left Defensive Midfield,Dribble,No existe,0.0
3754263,113,True,"[Decimal('87.8'), Decimal('5.2')]",Yannick Bolasie Yala,00:02:33.719,9,1,31,3589,From Throw In,['a78f59f0-9c4b-4054-b50d-d3e1391f8766'],2,33,Crystal Palace,31,Crystal Palace,4ed740e1-26a3-4cbb-9fe0-11852ab1ddc9,0,"{'outcome': {'name': 'Incomplete', 'id': Decimal('9')}}",Left Wing,Dribble,No existe,0.0
19725,26,True,"[Decimal('44'), Decimal('71')]",Jessica Anne Clarke,00:00:18.291,3,1,966,15218,Regular Play,['aaffeebc-4d25-4719-b073-fe8c1ca3d28e'],0,18,Liverpool WFC,966,Liverpool WFC,e67caf0e-8cb4-4152-9931-d2577c34e8c5,0,"{'outcome': {'name': 'Complete', 'id': Decimal('8')}}",Right Wing,Dribble,No existe,0.0
3775557,118,True,"[Decimal('64.7'), Decimal('64.6')]",Kayleigh Green,00:02:11.933,4,1,965,16400,Regular Play,['8929a94e-c31b-416b-83be-108edccf6807'],2,11,Arsenal WFC,968,Brighton & Hove Albion WFC,8cdc42ee-c056-4e81-8fd3-5b737c020335,0,"{'outcome': {'name': 'Complete', 'id': Decimal('8')}}",Right Midfield,Dribble,No existe,0.0
22948,88,True,"[Decimal('78.8'), Decimal('1.8')]",Amel Majri,00:02:40.822,8,1,861,15249,From Throw In,['c519b6cb-a1a6-4717-ae96-c3e4d49184d1'],2,40,France Women's,861,France Women's,7e8dfdb9-52ed-4ea8-835c-a921375cc6ee,0,"{'outcome': {'name': 'Incomplete', 'id': Decimal('9')}}",Left Back,Dribble,No existe,0.0
3754101,55,True,"[Decimal('40.5'), Decimal('7.3')]",Robert Brady,00:00:39.192,2,1,56,10967,From Kick Off,['d5777e41-8290-4c2e-98e1-c13e25acf8e7'],0,39,Norwich City,56,Norwich City,23de2e61-9b5e-47ff-a930-bec809b230a8,0,"{'outcome': {'name': 'Complete', 'id': Decimal('8')}}",Left Back,Dribble,No existe,0.0
19715,358,True,"[Decimal('33'), Decimal('11')]",Kayleigh Green,00:10:53.749,30,1,965,16400,From Throw In,['6b25a8e1-f138-479e-b1cb-42e364ae325b'],10,53,Brighton & Hove Albion WFC,965,Brighton & Hove Albion WFC,009617c8-60b7-454e-af86-3290587d698d,0,"{'outcome': {'name': 'Complete', 'id': Decimal('8')}}",Center Forward,Dribble,No existe,0.0
3775551,39,True,"[Decimal('83.9'), Decimal('72.6')]",Kirsty Hanson,00:00:26.986,3,1,1475,31532,Regular Play,"['37d940b8-beed-4cbc-aea9-a55ef0e2f6f2', '8d3e44e6-6501-4817-926d-c5e4eea19d87']",0,26,Manchester United,1475,Manchester United,3eceaf59-184e-49ab-a9ba-a30876d0a5a4,0,"{'outcome': {'name': 'Complete', 'id': Decimal('8')}}",Right Wing,Dribble,No existe,0.0
3775595,116,True,"[Decimal('16.3'), Decimal('51.7')]",Danielle Buet,00:02:37.434,8,1,965,20034,From Throw In,"['249b7a44-2480-467e-b5cc-81645a2ecdd8', '982169d7-16c3-43cb-88cf-d82afa21bdf3']",2,37,Bristol City WFC,973,Brighton & Hove Albion WFC,8550ae89-7dbb-4d7a-9808-1b2634a2a7ee,0,"{'outcome': {'name': 'Complete', 'id': Decimal('8')}}",Left Defensive Midfield,Dribble,No existe,0.0
3837650,174,True,"[Decimal('21.2'), Decimal('50.3')]",Marco Verratti,00:03:37.431,18,1,131,3166,Regular Play,['f5b12a0e-a860-47e0-a718-8823af933707'],3,37,Paris Saint-Germain,131,Paris Saint-Germain,c3e76963-5f44-4ad2-a786-c2a7bb4c2986,0,"{'outcome': {'name': 'Complete', 'id': Decimal('8')}}",Left Defensive Midfield,Dribble,No existe,0.0
3773660,325,True,"[Decimal('70.8'), Decimal('4.4')]",Carlos Clerc Martínez,00:07:15.393,16,1,221,23948,Regular Play,['9822d88e-dc41-4b08-9625-12c4924c24bd'],7,15,Levante UD,221,Levante UD,c4a846b0-7c86-4024-9468-ad4bbc9f1bfb,0,"{'outcome': {'name': 'Incomplete', 'id': Decimal('9')}, 'overrun': True}",Left Back,Dribble,True,0.0
3879731,210,True,"[Decimal('100.8'), Decimal('65.1')]",Elseid Hysaj,00:03:53.576,11,1,227,7031,Regular Play,['5ff7e670-7dad-4573-999b-20cbe7c6a6ea'],3,53,Napoli,227,Napoli,82016025-4c75-4f79-b244-118b18682c04,0,"{'outcome': {'name': 'Complete', 'id': Decimal('8')}}",Right Back,Dribble,No existe,0.0
3754092,42,True,"[Decimal('62.8'), Decimal('40.8')]",John Michael Nchekwube Obinna,00:00:48.728,5,1,33,5475,Regular Play,['dbcdb0db-705d-405d-82d5-3dcdc3054ab0'],0,48,Chelsea,33,Chelsea,be9b8c4e-695f-4de5-a223-a0ea9a2a82cd,0,"{'outcome': {'name': 'Complete', 'id': Decimal('8')}}",Right Defensive Midfield,Dribble,No existe,0.0
3754312,22,True,"[Decimal('85.4'), Decimal('57.1')]",Mesut Özil,00:00:08.757,2,1,1,3496,From Kick Off,"['ac2954db-ac1f-48ea-bd2d-a1fecb8bd81f', 'fc6596db-26d6-438e-bff7-4b383b3cc6d6']",0,8,Crystal Palace,31,Arsenal,0cffcae7-e2c5-45b7-9e50-f41d62aab28b,0,"{'outcome': {'name': 'Incomplete', 'id': Decimal('9')}, 'nutmeg': True, 'overrun': True}",Center Attacking Midfield,Dribble,No existe,0.0
267395,44,True,"[Decimal('111.3'), Decimal('71.6')]",Luis Alberto Suárez Díaz,00:00:41.587,2,1,217,5246,From Kick Off,['a15ff489-198a-44ea-932c-94c6f56f8e8e'],0,41,Barcelona,217,Barcelona,04ee27f2-8e82-4543-9279-60c818fb9a99,0,"{'outcome': {'name': 'Incomplete', 'id': Decimal('9')}}",Center Forward,Dribble,No existe,0.0
3879604,115,True,"[Decimal('53.4'), Decimal('5.3')]",Tomás Eduardo Rincón Hernández,00:01:59.694,5,1,233,7475,Regular Play,"['1a219145-9b2c-41dd-981d-5388341e5065', '632d76cf-b0f6-44c4-8477-041cef507773']",1,59,Genoa,233,Genoa,3317157a-46fd-4491-84be-5c209529fae8,0,"{'outcome': {'name': 'Incomplete', 'id': Decimal('9')}}",Left Wing Back,Dribble,No existe,0.0
3901244,92,True,"[Decimal('53.9'), Decimal('43.4')]",Jessy Pi,00:01:50.393,4,1,133,7415,From Free Kick,['49427674-79c2-4faf-995a-b21c2dc20577'],1,50,Troyes,133,Troyes,888957ba-734c-4e1c-af86-3ea1875d9045,0,"{'outcome': {'name': 'Incomplete', 'id': Decimal('9')}}",Left Defensive Midfield,Dribble,No existe,0.0
303504,643,True,"[Decimal('42.5'), Decimal('13.4')]",Enis Bardhi,00:15:05.095,30,1,221,6782,From Throw In,['411eb5b7-d090-47b0-8afe-4db79c114414'],15,5,Levante UD,221,Levante UD,7e85b507-a8ee-4a21-adc8-5a003030be4e,0,"{'outcome': {'name': 'Complete', 'id': Decimal('8')}}",Left Midfield,Dribble,No existe,0.0
19727,27,True,"[Decimal('57'), Decimal('6')]",Hayley Ladd,00:00:36.369,4,1,969,19501,From Throw In,['ccb2f5b8-3c5e-4d4a-b300-2389b1cdfb76'],0,36,Reading WFC,974,Birmingham City WFC,b8b06dfe-db2d-4dd8-80dc-9b74b6046ae7,0,"{'outcome': {'name': 'Complete', 'id': Decimal('8')}}",Left Defensive Midfield,Dribble,No existe,0.0
266770,74,True,"[Decimal('91.2'), Decimal('16.5')]",Andrés Iniesta Luján,00:01:27.176,4,1,217,5216,From Corner,"['84aa6fa6-85f8-4081-93cb-ac5c2c8be27c', 'bb86bd28-a8fa-47f5-a9d3-d7919da8f57e']",1,27,Barcelona,217,Barcelona,7679a234-2a71-4b59-a2d2-1ea175740003,0,"{'outcome': {'name': 'Complete', 'id': Decimal('8')}}",Left Center Midfield,Dribble,No existe,0.0
265918,93,True,"[Decimal('42.1'), Decimal('74.1')]",Gerard Piqué Bernabéu,00:01:13.440,4,1,217,5213,Regular Play,['ba4713fe-6007-44f9-b777-065f5f9f2ce3'],1,13,Barcelona,217,Barcelona,4abf4962-e172-48a5-83a2-8f715d8bb595,0,"{'outcome': {'name': 'Complete', 'id': Decimal('8')}}",Right Center Back,Dribble,No existe,0.0
3813300,81,True,"[Decimal('117.5'), Decimal('13.1')]",Álvaro Vázquez García,00:01:32.069,5,1,7283,24035,Regular Play,['ada7cc7e-2ed5-41a6-9e6b-11171f23abb2'],1,32,Kerala Blasters,7283,Kerala Blasters,7d455202-a143-413f-89dc-f22b7c1d3636,0,"{'outcome': {'name': 'Incomplete', 'id': Decimal('9')}}",Left Center Forward,Dribble,No existe,0.0
3922242,43,True,"[Decimal('108.6'), Decimal('15.6')]",Sadio Mané,00:00:31.441,2,1,787,3629,From Kick Off,['8cdedd38-63d8-46f2-b9c5-3a0515a83bd1'],0,31,Senegal,787,Senegal,4a258761-8e90-4436-ae00-b5972541ed72,0,"{'outcome': {'name': 'Incomplete', 'id': Decimal('9')}}",Left Wing,Dribble,No existe,0.0
3775553,205,True,"[Decimal('49'), Decimal('57.5')]",Georgia Brougham,00:06:22.515,17,1,969,15574,From Throw In,['79e32165-291b-4a6c-ad68-e0ec635dfcd3'],6,22,Birmingham City WFC,969,Birmingham City WFC,627a75b1-f001-49f1-9204-64d5907765b1,0,"{'outcome': {'name': 'Complete', 'id': Decimal('8')}}",Right Center Back,Dribble,No existe,0.0
3829453,122,True,"[Decimal('79.1'), Decimal('57.9')]",Ángel Fabián Di María Hernández,00:02:10.707,6,1,131,2995,From Free Kick,['b96bf69a-d445-42dd-a1d8-8e30472df1e6'],2,10,Paris Saint-Germain,131,Paris Saint-Germain,49d2a632-15b4-4ea5-8b18-6873c5bad4ff,0,"{'outcome': {'name': 'Incomplete', 'id': Decimal('9')}, 'nutmeg': True, 'overrun': True}",Right Wing,Dribble,No existe,0.0
19742,108,True,"[Decimal('93'), Decimal('78')]",Juliette Kemppi,00:03:39.586,11,1,973,16390,From Throw In,"['4a5c67ce-dc3e-4087-929d-9b8984ca96c6', '6db5252a-fffe-4d7b-8f0c-c3b97c1db28b']",3,39,Bristol City WFC,973,Bristol City WFC,df0e6790-c86f-44db-ab09-afa77491cdcc,0,"{'outcome': {'name': 'Complete', 'id': Decimal('8')}}",Center Forward,Dribble,No existe,0.0
22933,145,True,"[Decimal('104'), Decimal('78.3')]",Valentina Bergamaschi,00:04:01.155,15,1,855,25544,Regular Play,"['5649ecee-dd6c-4c82-8f2c-a90c289451b0', '62521ce9-cc6b-4e32-a6f6-edc5d1c4ccf4']",4,1,Italy Women's,855,Italy Women's,f429c22f-deec-4fae-a441-447740b558d6,0,"{'outcome': {'name': 'Complete', 'id': Decimal('8')}}",Right Back,Dribble,No existe,0.0
3890284,169,True,"[Decimal('14.5'), Decimal('78.1')]",Sebastian Langkamp,00:03:39.195,6,1,173,8580,From Goal Kick,"['65090d44-f7b9-4d6a-8e82-1a1ded661dee', 'c9970ceb-ec13-403e-8806-7ba63a57a6e3']",3,39,Hertha Berlin,173,Hertha Berlin,10e1bb7a-4b2c-486a-8709-ce7b92124647,0,"{'outcome': {'name': 'Incomplete', 'id': Decimal('9')}}",Right Center Back,Dribble,No existe,0.0
3890555,159,True,"[Decimal('74.5'), Decimal('63.7')]",Niklas Stark,00:04:07.583,12,1,173,8570,From Free Kick,['0d02bea8-7846-49dc-8cb4-1c9502d8f6f1'],4,7,Hertha Berlin,173,Hertha Berlin,95aa34dc-fe8d-43cf-b90f-c8612ebfc935,0,"{'outcome': {'name': 'Complete', 'id': Decimal('8')}}",Right Center Back,Dribble,No existe,0.0
3922244,39,True,"[Decimal('44.9'), Decimal('62.7')]",Gustavo Fabrice Sangaré,00:00:24.647,3,1,4921,45466,Regular Play,['6a38eebc-de4f-412e-afb8-7a6ecac62b6d'],0,24,Burkina Faso,4921,Burkina Faso,0bfcf584-4f8b-49f8-b306-ad915826c05b,0,"{'outcome': {'name': 'Complete', 'id': Decimal('8')}}",Right Center Midfield,Dribble,No existe,0.0
3879809,247,True,"[Decimal('112.4'), Decimal('6.5')]",Nicola Sansone,00:04:31.974,14,1,232,6859,From Throw In,['d3ea318f-8a44-4edc-89c0-7fe8fc465586'],4,31,Sassuolo,232,Sassuolo,ff1e02d7-c794-4649-a608-4b4467d41df7,0,"{'outcome': {'name': 'Complete', 'id': Decimal('8')}}",Left Wing,Dribble,No existe,0.0
3754315,65,True,"[Decimal('35.8'), Decimal('16.7')]",Junior Stanislas,00:01:13.099,6,1,28,3463,Regular Play,['4bc46d8f-9a59-41e9-9dc1-b0cf3e850ef9'],1,13,AFC Bournemouth,28,AFC Bournemouth,9d740531-0fd2-4b2a-ba0c-4977940222d7,0,"{'outcome': {'name': 'Incomplete', 'id': Decimal('9')}}",Left Midfield,Dribble,No existe,0.0
3775560,106,True,"[Decimal('51.2'), Decimal('9.2')]",Jodie Hutton,00:02:28.688,7,1,2647,46537,From Throw In,['aee91149-22f6-424b-8a79-818d03cec5f5'],2,28,Arsenal WFC,968,Aston Villa,6a64c172-0319-414f-9857-c0c29c9bb13b,0,"{'outcome': {'name': 'Complete', 'id': Decimal('8')}}",Left Wing Back,Dribble,No existe,0.0
3754246,59,True,"[Decimal('97.9'), Decimal('11')]",Raheem Sterling,00:01:01.500,3,1,36,3233,Regular Play,['6f97b151-3df6-48d4-aac2-4caa44454d37'],1,1,Manchester City,36,Manchester City,dac6c47f-8898-4d9f-8d58-a9f40dd36704,0,"{'outcome': {'name': 'Complete', 'id': Decimal('8')}}",Left Wing,Dribble,No existe,0.0
3930183,504,True,"[Decimal('77.5'), Decimal('21.4')]",Răzvan Gabriel Marin,00:12:58.148,35,1,905,16344,Regular Play,"['cfb927a3-dab0-4c2e-a613-558460b7dd37', 'd922582a-a32c-40ed-8bfd-a864dd8786e4']",12,58,Romania,905,Romania,b804d9fd-7819-4769-9744-f5e503a50acc,0,"{'outcome': {'name': 'Complete', 'id': Decimal('8')}, 'overrun': True}",Right Center Midfield,Dribble,No existe,0.0
3879797,538,True,"[Decimal('92'), Decimal('4.2')]",Joseph Alfred Duncan,00:11:47.030,27,1,232,7698,From Throw In,"['2aa2a7c1-7947-4347-9867-30fce6096a65', 'e39d0bfb-d15a-4f42-ba26-d0e4e298c323']",11,47,Sassuolo,232,Sassuolo,0bb0aaec-df42-43c1-9809-08799cfa106d,0,"{'nutmeg': True, 'outcome': {'name': 'Complete', 'id': Decimal('8')}}",Left Center Midfield,Dribble,No existe,0.0
3879631,198,True,"[Decimal('98.9'), Decimal('4.5')]",Edenílson Andrade dos Santos,00:04:47.213,15,1,230,25116,From Free Kick,['150e54d5-707f-476a-b772-4ef58da1c9e7'],4,47,Udinese,230,Udinese,bdf35e31-ca5e-434a-ae91-226dba994276,0,"{'outcome': {'name': 'Incomplete', 'id': Decimal('9')}, 'overrun': True}",Left Wing Back,Dribble,No existe,0.0
3775571,54,True,"[Decimal('39.7'), Decimal('57.7')]",Deanna Cooper,00:00:47.163,3,1,974,20061,From Throw In,"['170a8240-5325-485f-a2a1-729aff77107d', 'fb48afe1-c405-4502-b685-3c99fbb757ef']",0,47,Reading WFC,974,Reading WFC,d5a2baf4-190b-4aa9-a759-a78b7e6dbe6b,0,"{'outcome': {'name': 'Complete', 'id': Decimal('8')}}",Right Center Back,Dribble,No existe,0.0
2275153,83,True,"[Decimal('69.7'), Decimal('50.9')]",Jackie Groenen,00:02:34.297,8,1,1475,10654,From Throw In,['f0acdde7-1dd1-4f1a-b96f-2cfb5451fb22'],2,34,Manchester United,1475,Manchester United,1be1d9eb-03f6-4cfe-998c-1b9203943158,0,"{'outcome': {'name': 'Incomplete', 'id': Decimal('9')}}",Center Defensive Midfield,Dribble,No existe,0.0
2275142,329,True,"[Decimal('109.1'), Decimal('66')]",Jackie Groenen,00:10:08.099,24,1,1475,10654,From Throw In,['eae72da2-5344-4b2a-8b02-2c792d4bb1bd'],10,8,Manchester United,1475,Manchester United,1dc67c1e-2215-48a0-9a57-d2fd84ba61c3,0,"{'outcome': {'name': 'Incomplete', 'id': Decimal('9')}, 'overrun': True}",Center Attacking Midfield,Dribble,True,0.0
70294,76,True,"[Decimal('85.9'), Decimal('56.5')]",Lionel Andrés Messi Cuccittini,00:00:55.361,2,1,217,5503,From Kick Off,['73462d07-351a-45aa-9665-09f70ccc11ad'],0,55,Barcelona,217,Barcelona,68568811-ff62-4e93-a3ac-d3745ae60667,0,"{'outcome': {'name': 'Complete', 'id': Decimal('8')}}",Center Forward,Dribble,No existe,0.0
3754302,15,True,"[Decimal('107.6'), Decimal('6.6')]",Jeffrey Schlupp,00:00:09.600,2,1,22,3520,From Kick Off,"['8b497a25-d924-47c1-993b-2165970a065e', 'b0eb3fff-fbaf-43cb-86f1-e2db3f0dfb6f']",0,9,Leicester City,22,Leicester City,7f6ce49b-82d6-4d7a-8d2c-343214e2bf92,0,"{'outcome': {'name': 'Incomplete', 'id': Decimal('9')}}",Left Midfield,Dribble,No existe,0.0
3890523,255,True,"[Decimal('81.1'), Decimal('75')]",Bruno Henrique Pinto,00:06:48.906,20,1,179,25152,Regular Play,"['5ba96a36-724c-4451-8c26-ee5af04116ad', 'ca6193af-cb1b-45d2-aa79-64bf152f2fdd']",6,48,Wolfsburg,179,Wolfsburg,14c3d140-3439-4424-9dcf-9f0989d076e8,0,"{'outcome': {'name': 'Incomplete', 'id': Decimal('9')}}",Right Wing,Dribble,No existe,0.0
3754296,127,True,"[Decimal('9.2'), Decimal('22')]",Aleksandar Kolarov,00:03:36.063,10,1,36,5596,From Throw In,['1e69ffa3-3c9b-461f-9fa2-efcee025051c'],3,36,Arsenal,1,Manchester City,ffd0ee22-39f3-4951-bd61-3e559a9266de,0,"{'outcome': {'name': 'Complete', 'id': Decimal('8')}}",Left Back,Dribble,No existe,0.0
3890275,197,True,"[Decimal('49.1'), Decimal('15.8')]",Mathew Leckie,00:04:19.211,12,1,189,5481,Regular Play,"['3a69636b-718f-4ef2-9fe6-fa2e677cf9a9', 'c46a1c41-9e91-44d4-b989-33950163bbb9']",4,19,Borussia Dortmund,180,Ingolstadt,7a67b6a2-92d6-4051-947d-a0be09223c07,0,"{'outcome': {'name': 'Complete', 'id': Decimal('8')}}",Left Midfield,Dribble,No existe,0.0
3754308,132,True,"[Decimal('32.1'), Decimal('77')]",Craig Cathcart,00:03:34.647,11,1,23,3263,From Throw In,['6da26f0a-6467-4f14-8227-ce6b3d5e8441'],3,34,Watford,23,Watford,2679d099-1df5-4a2e-8067-37d61dcc6f0f,0,"{'nutmeg': True, 'outcome': {'name': 'Complete', 'id': Decimal('8')}}",Right Back,Dribble,No existe,0.0
3754141,61,True,"[Decimal('61.8'), Decimal('67.1')]",Alex Oxlade-Chamberlain,00:01:14.656,5,1,1,3525,Regular Play,"['05743ad5-7da5-44b4-911e-82fccae2fa81', '38320a88-016f-4665-90a4-378658722d75']",1,14,Arsenal,1,Arsenal,132051dc-b2f7-43ff-9f68-173c60357f13,0,"{'outcome': {'name': 'Incomplete', 'id': Decimal('9')}}",Right Wing,Dribble,No existe,0.0
3879800,54,True,"[Decimal('66'), Decimal('77.8')]",Josip Iličić,00:00:39.436,2,1,239,7139,From Kick Off,['f8a00f34-2dd3-43f8-a21c-1ac98cc69b2b'],0,39,Fiorentina,239,Fiorentina,e507eb15-9063-44b0-b74c-810142d2cf64,0,"{'outcome': {'name': 'Incomplete', 'id': Decimal('9')}}",Center Attacking Midfield,Dribble,No existe,0.0
266256,220,True,"[Decimal('52.4'), Decimal('58.4')]",David Villa Sánchez,00:04:17.770,12,1,212,12737,From Throw In,"['a5242931-b4a4-4ef4-8214-58a25cb64172', 'cf2bc97a-437e-4d25-930a-b7ae16f66222']",4,17,Barcelona,217,Atlético Madrid,1f4b63c2-7629-4acc-9e43-f7ad524f01ad,0,"{'outcome': {'name': 'Incomplete', 'id': Decimal('9')}, 'overrun': True}",Right Center Forward,Dribble,No existe,0.0
3879726,109,True,"[Decimal('104'), Decimal('72.3')]",Paul Pogba,00:02:03.364,6,1,224,20004,From Throw In,['9845421d-3f20-4d02-90cb-92d44fea2f26'],2,3,Juventus,224,Juventus,d4c42174-f040-46be-a72a-9e1ec84de862,1.168623,"{'outcome': {'name': 'Incomplete', 'id': Decimal('9')}, 'overrun': True}",Left Center Midfield,Dribble,No existe,0.0
3813281,165,True,"[Decimal('108.7'), Decimal('75.4')]",Anirudh Thapa,00:03:08.664,8,1,7290,124759,From Throw In,"['22445989-8662-4db5-a4dc-bf9fc35a5ebc', '3f28104d-abcd-4d42-a4bd-7e5f04105a40']",3,8,Chennaiyin,7290,Chennaiyin,d6d795eb-7d73-4c53-93f4-1476022b78a3,0,"{'outcome': {'name': 'Incomplete', 'id': Decimal('9')}, 'overrun': True}",Right Center Midfield,Dribble,True,0.0
19726,81,True,"[Decimal('111'), Decimal('13')]",Jonna Ann-Charlotte Andersson,00:01:32.206,6,1,971,10222,Regular Play,['2a207708-ebb7-48c5-b085-f608b87af3b6'],1,32,Chelsea FCW,971,Chelsea FCW,17e41d8c-a672-4444-9a96-dfe623bd29f3,0,"{'outcome': {'name': 'Incomplete', 'id': Decimal('9')}}",Left Back,Dribble,No existe,0.0
3890455,24,True,"[Decimal('100.8'), Decimal('1.9')]",Emiliano Adrián Insúa Zapata,00:00:31.306,3,1,174,12626,From Throw In,['f3aeaafe-23b3-457d-80cc-5ec2a638cdf7'],0,31,VfB Stuttgart,174,VfB Stuttgart,2f21d99a-3d1b-4513-8be3-4a32498b85dc,0,"{'outcome': {'name': 'Incomplete', 'id': Decimal('9')}}",Left Back,Dribble,No existe,0.0
3754242,33,True,"[Decimal('47.3'), Decimal('17.8')]",Eden Hazard,00:00:29.855,2,1,33,3621,From Kick Off,['923d6068-4b13-40db-8136-95f461f2db96'],0,29,Chelsea,33,Chelsea,ed43df98-df50-4d6f-94d2-18b564cf60bb,0,"{'outcome': {'name': 'Incomplete', 'id': Decimal('9')}}",Center Attacking Midfield,Dribble,No existe,0.0
3813318,21,True,"[Decimal('31.3'), Decimal('49.6')]",Pragyan Sundar Gogoi,00:00:13.435,2,1,7285,162752,From Kick Off,['a4528db4-0538-42f0-816e-fde269d57e23'],0,13,Mumbai City,7287,NorthEast United,a7c59c58-a73d-4b37-97c8-29ab1204e3b5,0,"{'nutmeg': True, 'outcome': {'name': 'Incomplete', 'id': Decimal('9')}}",Center Defensive Midfield,Dribble,No existe,0.0
